0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,gesture
49,87,57,81,66,70,59,60,48,55,57,52,60,39,62,28,63,18,48,53,44,35,42,23,40,13,42,55,40,48,46,59,50,68,31,60,33,55,40,62,44,70,2
55,96,59,90,63,77,53,68,42,63,60,57,42,40,37,31,33,21,55,59,37,48,,,,,51,59,37,55,38,63,39,66,,,31,66,35,73,42,81,2
61,90,66,79,68,68,57,59,48,57,61,46,63,29,64,20,64,9,55,49,47,29,46,18,42,9,42,66,40,42,44,51,46,57,39,72,33,53,42,63,51,70,2
,,,,,,,,,,59,66,61,53,61,42,64,33,53,66,46,50,44,37,42,27,,,39,66,46,79,53,90,33,84,33,81,42,86,47,94,2
42,79,44,70,46,59,40,50,33,42,46,48,51,37,55,29,57,20,40,49,40,33,40,24,40,16,34,53,34,42,37,49,40,53,29,57,29,53,31,53,36,57,2
49,87,53,79,53,68,48,61,40,55,51,55,53,44,53,35,52,27,46,57,42,42,40,33,38,25,41,63,35,51,42,59,46,61,35,68,31,63,36,66,42,70,2
62,94,64,85,63,73,50,66,40,62,59,55,59,38,57,27,57,18,53,59,46,42,42,29,40,18,44,73,39,57,,,,,42,79,36,72,44,77,44,79,2
57,90,62,81,66,68,57,62,44,60,57,55,59,42,59,33,59,23,53,57,46,42,44,31,41,22,42,68,39,55,46,68,48,72,36,72,33,66,40,72,44,77,2
,,,,64,83,48,72,35,68,61,65,61,48,59,37,59,27,55,68,46,50,42,38,37,28,,,33,62,40,38,,,,,26,72,31,77,42,85,2
,,64,89,61,79,47,75,40,75,55,61,55,46,55,36,55,27,48,64,40,48,35,39,29,29,46,70,33,62,,,,,42,76,33,75,40,83,,,2
57,90,61,79,64,64,57,53,44,53,57,52,57,37,57,27,57,18,51,57,44,39,42,29,39,18,41,68,40,55,44,66,48,70,36,72,35,63,42,70,44,76,2
57,92,61,83,64,70,57,59,46,59,57,57,57,42,59,33,59,23,51,61,44,42,42,31,39,22,42,68,38,57,44,66,48,71,37,74,34,68,40,72,46,79,2
52,92,57,85,64,74,55,66,46,62,57,55,61,40,61,31,62,24,52,57,48,40,47,29,44,18,42,66,,,,,,,37,70,38,63,40,64,44,64,2
48,87,53,81,55,74,45,64,38,61,55,57,59,42,62,31,65,20,46,57,42,42,40,29,38,20,39,59,33,57,35,70,36,83,33,62,26,63,27,70,31,75,2
42,95,49,86,53,72,44,61,33,59,51,57,57,44,59,36,61,29,46,59,42,40,42,31,38,22,37,68,35,48,34,59,35,62,29,73,27,55,27,62,31,59,2
57,94,62,87,66,77,57,70,48,66,57,60,57,44,55,35,53,25,50,63,44,46,42,35,38,24,42,68,38,55,44,64,44,66,36,73,33,64,37,68,42,72,2
52,97,61,90,66,78,57,68,49,64,55,61,57,44,59,33,59,24,47,64,41,44,38,33,34,24,38,70,31,55,40,59,44,64,33,74,29,65,33,65,40,68,2
59,92,64,83,66,70,55,64,44,62,57,53,59,36,57,27,57,18,50,57,44,37,40,25,37,16,42,63,37,51,40,59,46,68,36,72,29,61,37,68,44,72,2
,,,,70,79,57,68,44,64,59,55,63,36,40,25,37,17,55,58,44,40,48,70,,,,,38,57,47,75,53,83,31,77,33,72,42,79,46,86,2
,,,,66,81,59,70,,,59,66,46,37,42,25,40,12,51,61,40,62,,,,,42,68,39,62,,,,,31,75,35,75,42,85,,,2
,,57,68,,,,,,,46,57,41,42,37,29,34,20,42,63,,,,,,,37,68,34,68,44,75,,,27,76,27,74,35,81,42,88,2
59,92,61,84,55,74,44,70,36,63,59,57,62,39,63,27,64,16,53,55,48,37,46,23,44,12,,,38,51,,,,,,,31,68,36,75,42,83,2
,,66,75,61,64,52,59,44,55,61,55,66,40,65,27,64,16,57,57,40,53,44,64,44,13,,,36,65,46,72,51,72,38,83,36,70,44,75,51,83,2
49,90,51,76,53,62,40,51,29,40,55,46,61,33,63,22,66,14,46,49,45,31,26,46,,,35,57,31,39,22,48,27,57,29,60,22,49,20,53,23,59,2
42,92,48,83,51,68,42,59,35,51,51,50,53,35,55,24,55,14,44,53,42,33,40,21,37,9,33,59,31,40,34,48,35,53,25,66,20,48,26,55,29,62,2
47,90,51,79,50,64,40,55,29,51,50,51,48,38,46,27,46,16,44,55,35,38,31,27,29,16,42,59,29,50,,,,,,,25,63,29,72,35,79,2
40,91,48,83,57,70,44,55,31,50,55,49,60,35,64,24,68,14,50,50,46,31,46,18,46,5,44,53,35,42,,,,,,,29,55,34,66,38,72,2
42,88,49,79,49,66,40,55,33,52,53,53,55,38,57,29,59,20,48,53,42,37,42,25,42,15,33,59,,,31,48,,,27,62,24,55,24,51,24,49,2
44,90,50,81,55,68,44,59,38,52,48,53,53,39,53,29,55,20,42,53,40,36,40,25,39,14,34,55,31,44,33,59,38,66,27,66,23,55,29,66,34,72,2
53,94,61,84,70,74,59,66,50,63,51,55,51,40,50,33,48,24,44,59,38,42,33,33,29,25,39,65,33,53,42,57,46,64,35,70,33,62,40,64,47,70,2
49,94,57,85,62,72,57,62,50,55,55,52,55,37,57,27,57,18,48,55,42,38,42,25,42,14,34,68,35,51,44,61,50,74,29,71,29,63,38,70,44,77,2
,,59,83,61,70,44,55,33,50,62,52,64,33,44,22,,,,,62,33,64,20,,,,,,,,,,,,,,,,,,,2
,,,,49,75,46,61,42,53,57,55,66,37,70,27,76,16,,,53,34,38,55,40,60,,,,,,,36,63,,,23,53,27,63,33,70,2
,,,,62,81,47,70,37,59,57,57,63,40,65,29,66,18,53,55,49,40,49,26,49,15,,,,,,,,,,,,,,,,,2
55,94,61,85,63,68,53,59,44,57,57,53,59,40,59,29,59,20,53,55,44,39,42,27,39,18,42,62,37,51,42,64,48,73,35,72,31,60,38,68,42,74,2
,,,,,,,,,,,,61,39,60,27,59,18,,,,,,,,,,,,,,,,,27,68,31,70,37,78,44,85,2
,,,,70,83,59,74,44,70,60,57,62,44,66,33,42,16,51,55,47,42,44,27,42,16,42,57,39,49,46,61,48,64,33,63,31,59,38,66,42,72,2
,,,,60,77,55,66,44,55,59,55,66,42,70,31,47,74,55,57,,,42,64,,,,,,,42,64,,,,,,,44,81,49,90,2
,,,,64,70,52,55,33,47,57,53,61,37,64,26,66,16,47,53,,,,,,,,,36,62,,,,,31,70,35,64,44,75,51,81,2
50,94,59,83,68,72,65,60,55,57,48,51,60,35,62,24,64,15,44,51,45,33,42,22,40,11,39,55,38,42,48,47,53,57,33,63,33,50,41,53,48,62,2
,,,,,,,,,,59,51,63,39,66,29,70,20,50,49,48,35,46,22,44,11,40,50,40,46,44,61,42,64,31,55,29,53,37,66,40,73,2
,,63,81,61,76,52,72,42,68,61,60,62,44,62,31,63,21,51,63,46,44,44,31,42,20,42,65,38,55,42,66,42,70,33,70,31,64,36,72,40,77,2
,,,,66,37,68,24,70,13,57,57,48,37,,,,,48,55,38,50,38,61,44,68,42,57,31,59,34,70,38,75,36,59,29,64,33,72,36,77,2
,,,,70,74,59,61,42,57,63,54,64,39,42,27,38,18,57,55,47,38,44,59,46,68,50,57,38,50,39,63,46,72,,,31,62,36,73,42,79,2
68,94,70,81,68,64,57,55,46,55,65,48,63,29,62,18,61,7,57,51,47,33,42,22,35,11,47,64,40,46,46,62,54,68,42,70,35,58,42,66,46,72,2
47,96,55,90,61,79,52,68,45,62,59,57,61,42,63,33,,,53,59,44,40,,,,,,,38,51,42,70,,,33,70,33,64,41,74,,,2
,,,,68,74,63,62,49,55,57,53,61,39,63,29,64,18,51,52,44,35,44,22,41,11,44,53,44,35,42,22,,,29,66,40,62,49,68,57,72,2
48,92,57,81,68,66,59,53,46,44,64,49,68,33,70,22,72,11,57,48,51,29,51,18,50,5,42,53,40,39,46,57,48,64,33,55,33,46,37,51,40,57,2
46,92,50,83,50,68,40,55,31,46,55,51,61,36,64,26,66,16,51,51,44,33,,,,,40,68,37,46,,,,,35,68,27,55,29,58,33,66,2
,,55,92,59,76,46,66,31,59,55,55,59,39,62,27,64,18,48,63,,,,,,,,,29,72,36,81,42,90,,,29,79,35,83,39,90,2
52,88,57,77,59,63,53,53,41,44,55,46,55,33,57,23,57,15,49,50,42,31,42,22,39,13,40,55,34,42,38,50,42,55,31,60,29,53,33,55,36,59,2
40,96,49,88,53,73,46,61,29,53,50,53,55,37,57,26,57,16,44,55,40,34,37,20,33,9,31,72,29,40,31,61,35,68,25,75,24,53,27,61,33,70,2
58,92,62,81,64,64,55,52,44,44,60,50,62,35,63,25,63,18,53,53,50,35,48,25,45,16,44,61,42,44,48,61,51,66,39,66,39,55,46,66,49,71,2
53,92,55,79,53,63,40,53,29,51,55,48,58,33,59,24,61,16,49,51,42,33,40,20,36,11,46,59,31,44,,,,,,,29,59,33,68,38,72,2
44,87,49,79,55,66,48,53,42,44,59,53,64,40,68,33,72,26,53,55,52,35,53,24,55,16,,,42,42,40,55,42,63,35,62,31,53,34,59,35,63,2
44,92,52,84,57,70,48,59,42,48,55,51,59,37,63,26,64,16,48,53,36,44,38,57,44,66,,,35,46,37,61,42,68,27,62,29,55,33,66,39,75,2
57,87,59,79,55,68,46,61,41,55,55,57,59,44,60,33,60,24,51,57,46,42,42,31,40,20,33,74,37,53,40,66,46,72,27,72,29,66,36,73,42,81,2
46,94,53,87,57,74,50,64,42,57,57,53,61,39,62,29,64,18,49,55,44,35,42,22,40,13,,,35,48,38,63,40,68,31,68,27,59,31,66,36,70,2
48,94,53,83,55,68,51,57,40,51,51,53,53,38,54,29,55,18,44,55,38,35,36,24,33,14,35,59,29,46,35,55,40,64,28,68,24,57,29,61,34,68,2
47,94,53,85,55,81,49,75,38,68,53,59,57,44,60,33,63,22,44,60,31,60,37,68,42,70,,,27,76,31,79,,,,,26,83,29,90,33,91,2
51,87,53,74,53,59,40,46,31,40,53,46,55,31,57,20,59,10,48,51,44,35,41,18,38,9,42,59,33,39,33,40,29,44,35,63,31,55,29,52,27,49,2
55,68,59,64,,,,,31,64,,,66,37,70,27,74,16,,,,,53,20,51,10,,,,,51,22,51,11,,,,,35,81,41,86,2
55,60,64,53,70,38,72,26,75,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,68,81,63,70,,,57,55,58,42,59,29,59,20,48,55,45,38,44,25,42,16,42,60,40,53,49,68,,,35,66,42,72,46,77,52,81,2
55,94,64,81,61,66,52,62,,,63,57,68,39,70,29,72,18,55,59,50,38,49,33,,,38,66,40,48,46,57,50,74,33,66,33,59,40,64,44,70,2
,,55,90,57,77,48,70,,,59,57,61,42,62,31,62,20,52,57,49,40,46,29,42,18,44,57,40,48,38,55,36,59,,,29,58,31,66,36,72,2
48,96,57,91,64,79,59,68,46,59,59,60,62,44,62,33,63,25,53,61,47,40,46,29,44,18,44,66,42,53,44,29,47,73,35,70,36,62,42,74,46,81,2
48,94,53,85,59,71,51,61,38,55,55,59,57,44,60,35,61,27,49,62,46,42,46,31,44,22,40,68,36,50,37,57,37,59,33,72,29,62,31,66,35,71,2
,,,,65,73,59,68,53,64,53,61,55,48,57,37,59,27,46,62,44,46,42,33,40,22,42,64,,,53,79,57,84,33,77,40,68,48,79,50,85,2
,,65,79,59,66,53,59,40,51,55,59,64,46,66,37,68,27,53,59,51,44,50,31,48,22,47,63,40,51,50,76,53,85,37,66,40,72,44,79,46,87,2
48,90,55,88,66,81,59,71,44,68,57,57,59,40,60,28,62,16,48,57,44,40,42,25,40,14,37,61,33,50,40,65,40,68,29,66,25,60,29,64,33,70,2
44,92,51,87,53,72,44,57,33,47,55,55,59,41,61,31,63,20,49,57,46,36,46,24,44,14,40,66,,,44,25,38,68,33,70,27,61,31,68,33,72,2
51,94,57,83,61,66,53,51,42,44,59,48,59,34,60,24,61,13,53,51,47,31,46,20,44,9,,,38,44,42,57,48,68,35,68,33,57,38,65,44,73,2
48,92,55,83,65,74,62,64,51,59,55,55,60,42,63,33,66,25,48,57,46,38,44,29,42,20,40,60,38,46,44,55,49,59,33,66,33,55,40,59,46,64,2
48,92,55,84,61,70,53,59,46,51,55,55,57,40,59,29,59,20,46,61,44,38,42,26,39,16,35,68,37,52,44,63,49,73,31,70,29,64,37,70,44,77,2
51,83,57,76,66,68,59,61,51,59,57,50,59,36,62,26,64,16,48,51,48,34,47,23,45,13,42,55,40,46,46,57,46,60,33,61,31,53,36,60,40,66,2
49,96,57,87,64,74,57,62,47,55,57,57,61,42,62,33,63,23,51,59,48,42,47,31,44,20,42,62,40,52,46,66,49,72,33,70,33,57,38,62,42,70,2
52,87,59,79,66,66,55,55,42,53,61,49,64,37,70,25,46,9,55,49,50,31,49,20,49,61,44,53,42,41,44,59,46,64,38,58,33,50,38,59,42,66,2
38,94,46,87,57,79,51,60,46,53,55,57,59,42,61,31,64,22,48,55,46,37,48,25,49,15,38,55,38,44,42,55,42,64,29,51,29,49,35,59,36,66,2
48,92,57,84,66,74,57,62,48,61,61,55,48,37,46,25,42,16,55,57,48,40,46,66,,,,,40,55,42,53,48,77,33,68,34,61,40,70,44,77,2
46,94,55,86,64,70,59,57,47,50,61,53,61,37,62,26,64,16,55,55,47,33,48,20,48,9,37,64,40,42,47,60,51,70,29,64,33,57,42,66,46,75,2
52,92,55,79,59,64,50,52,37,47,51,49,53,35,53,24,53,14,46,53,40,35,36,23,31,13,37,62,33,46,38,59,44,66,29,66,27,55,33,62,38,68,2
47,94,52,83,55,70,44,57,36,50,57,55,61,40,63,31,66,22,51,58,46,37,45,27,42,16,44,66,36,49,42,57,40,66,37,70,31,57,33,62,36,70,2
46,90,49,77,51,62,41,50,31,44,57,50,61,37,64,26,41,15,,,44,34,,,,,,,,,33,57,38,68,31,71,25,59,29,66,35,72,2
46,87,53,77,62,66,55,57,42,59,53,51,55,33,55,22,55,13,48,53,42,33,44,22,42,9,35,55,37,51,41,63,40,66,27,60,29,59,35,66,35,68,2
42,90,51,83,61,73,51,62,42,57,53,53,59,34,61,23,62,12,44,55,44,33,46,21,47,7,33,59,31,61,37,68,36,70,25,68,29,64,33,74,33,76,2
44,94,53,81,51,68,44,60,,,55,53,57,36,59,26,62,16,48,55,42,35,40,23,40,11,31,70,27,55,38,59,46,59,31,70,29,62,33,65,38,70,2
48,92,53,83,55,72,44,60,31,53,55,57,59,41,62,31,64,22,48,57,44,38,42,25,40,16,,,33,53,36,68,41,74,34,77,27,65,31,74,36,81,2
54,79,59,70,59,57,48,46,42,38,53,44,53,29,53,20,53,12,46,46,41,29,38,20,35,12,40,51,35,36,,,50,57,35,55,35,48,42,52,49,59,2
55,92,62,81,68,66,60,57,46,52,59,48,62,33,64,22,65,14,51,48,48,31,46,20,44,9,40,64,37,40,39,42,44,48,36,66,33,49,40,55,46,64,2
52,92,61,82,70,66,77,53,87,48,57,51,59,33,60,22,61,13,46,53,44,33,42,20,40,9,35,61,34,42,38,50,44,60,31,68,26,53,33,61,39,68,2
57,92,61,81,68,68,55,57,46,55,57,46,57,31,55,21,53,12,51,50,42,31,37,20,31,9,40,61,36,42,42,53,,,36,68,31,53,40,63,46,68,2
49,92,53,81,57,66,46,57,34,50,57,48,57,33,58,22,57,12,51,50,39,31,33,20,42,57,,,35,46,36,59,42,68,,,29,59,31,66,38,74,2
55,92,59,79,61,57,49,46,35,48,,,48,42,42,47,,,,,44,31,42,16,38,7,40,57,,,37,57,44,66,31,68,31,57,37,66,38,70,2
66,97,76,88,79,70,64,61,53,63,66,59,62,44,57,33,53,24,61,63,50,48,44,39,36,29,55,71,45,57,53,65,59,74,50,75,40,66,46,68,50,75,2
40,94,46,84,51,66,37,48,29,40,55,51,60,37,62,27,64,16,51,51,46,33,46,22,44,12,,,,,44,22,,,,,29,55,31,64,35,73,2
45,94,51,84,53,70,44,59,,,53,52,57,35,59,25,62,14,46,53,44,35,46,22,46,11,35,53,31,42,31,44,31,57,27,55,20,50,22,51,26,52,2
49,94,55,84,61,72,52,61,40,57,51,53,55,36,55,26,57,16,42,55,38,35,35,25,32,16,33,59,27,46,29,48,36,57,27,63,20,55,24,57,31,62,2
46,94,53,83,63,70,53,59,40,51,55,47,59,31,60,21,61,11,50,50,42,29,42,16,39,7,31,66,33,40,36,51,40,64,25,70,24,53,29,61,36,70,2
51,90,55,81,55,68,44,61,35,59,49,51,50,35,51,25,50,16,44,55,38,36,35,25,31,16,38,59,29,47,29,48,38,58,27,66,22,62,24,60,31,59,2
46,94,52,83,55,68,42,57,29,55,55,51,59,36,61,27,63,18,48,53,,,33,61,,,,,26,60,31,68,40,72,,,26,65,31,70,36,75,2
38,87,44,77,49,62,46,46,42,37,52,51,57,38,59,29,61,22,47,53,44,36,46,24,44,16,40,57,36,38,37,48,39,59,29,57,29,48,31,57,34,64,2
57,92,66,81,72,72,59,64,,,57,48,60,29,61,18,62,9,51,52,42,31,50,66,38,5,38,61,37,52,47,68,53,74,31,66,31,64,42,73,48,78,2
44,81,51,72,55,60,47,50,38,42,51,44,55,31,55,18,57,9,44,47,42,27,44,16,42,3,31,55,33,39,37,53,40,57,25,55,25,48,33,55,37,61,2
55,90,61,77,62,60,50,50,37,47,57,44,59,31,61,22,63,14,50,47,44,29,42,18,38,9,38,62,35,44,42,59,48,64,33,68,29,55,37,59,40,64,2
44,77,50,70,55,61,55,51,44,49,46,46,48,33,48,24,47,16,39,49,33,33,29,21,25,11,33,55,24,42,35,46,40,51,29,61,23,53,29,53,36,53,2
46,94,53,83,55,68,42,57,38,48,53,51,55,36,55,27,57,18,44,57,42,35,42,25,42,16,31,63,33,44,38,53,40,66,29,68,26,55,33,63,38,70,2
51,92,57,79,59,64,53,53,40,46,54,50,53,37,55,27,53,18,48,53,42,35,38,24,34,14,41,59,39,46,,,44,62,35,70,31,53,39,59,42,68,2
46,92,53,83,57,71,48,62,35,53,51,53,55,34,55,24,57,12,46,57,42,33,42,22,40,10,37,63,33,46,33,47,38,66,31,68,25,57,29,62,33,68,2
45,94,51,87,57,74,50,63,42,62,55,57,57,42,59,33,57,24,49,57,44,40,42,29,40,20,40,61,38,50,42,62,,,31,66,31,62,37,70,42,76,2
48,87,55,77,59,64,48,55,,,55,49,59,35,61,26,63,18,48,51,42,33,39,23,35,13,37,57,35,44,36,44,49,68,31,61,31,55,40,62,46,68,2
42,90,46,81,48,70,40,55,33,47,51,52,53,35,55,26,57,16,44,55,42,33,41,22,39,12,36,62,31,42,33,49,33,59,29,66,24,48,26,53,27,60,2
,,,,60,70,48,59,29,59,62,51,68,33,70,22,72,12,,,,,33,65,,,,,,,31,68,35,72,,,27,68,29,70,36,77,2
,,48,86,53,83,42,75,29,68,55,57,40,38,40,25,39,15,44,55,,,38,61,,,33,58,29,55,29,60,29,66,,,20,64,25,75,31,81,2
42,89,46,76,49,60,44,50,35,46,46,59,48,38,51,29,51,22,42,63,37,44,38,27,38,18,34,68,31,46,31,55,35,65,28,70,24,51,26,59,27,64,2
55,94,61,88,66,77,59,68,50,63,57,55,57,38,59,26,59,14,50,57,47,38,46,22,44,11,40,61,38,48,44,61,47,64,35,74,29,59,35,63,40,70,2
53,94,60,86,64,72,51,66,39,59,60,55,64,38,66,25,68,14,51,57,46,36,42,22,44,72,37,68,,,42,23,42,74,31,74,31,66,33,66,38,76,2
53,96,64,87,68,70,57,59,44,53,57,52,57,35,57,24,57,14,51,53,40,37,37,23,31,11,42,55,36,53,44,66,53,75,33,73,29,63,37,68,46,77,2
,,,,58,75,48,72,38,68,49,53,42,37,37,25,36,68,,,,,,,,,,,,,,,,,,,,,,,,,2
,,65,77,61,66,55,61,49,58,57,49,59,33,59,22,57,11,53,52,44,34,40,23,35,14,,,40,59,44,65,51,72,38,76,34,66,42,73,48,79,2
70,90,74,79,74,65,63,58,51,55,59,51,53,35,50,24,46,16,53,55,44,40,36,26,29,16,46,68,41,53,51,64,57,70,44,74,40,64,48,66,57,72,2
,,,,61,78,46,68,35,66,59,59,60,40,62,29,34,18,50,61,42,40,38,29,,,,,35,54,40,66,46,68,29,70,27,64,31,72,37,77,2
55,81,55,77,50,70,38,66,31,62,53,55,53,40,53,29,55,18,49,57,37,40,29,70,35,75,,,33,39,31,27,35,77,,,18,68,24,77,29,81,2
55,94,57,81,57,65,46,53,36,42,59,49,63,34,39,22,36,14,53,50,44,34,29,49,29,57,47,55,35,42,29,50,29,64,39,61,31,55,27,59,29,64,2
47,94,55,87,57,74,48,66,35,61,60,53,66,40,48,21,46,12,52,57,42,44,38,66,42,66,,,33,57,37,66,42,72,,,33,62,35,68,39,72,2
53,92,61,84,70,73,62,70,53,68,57,55,62,42,64,31,68,22,50,55,44,40,42,26,39,16,42,62,40,55,50,72,55,79,33,70,39,70,46,78,50,83,2
,,,,57,83,46,81,31,74,55,61,44,42,42,29,39,18,46,59,,,31,66,,,40,61,29,57,31,66,,,,,,,,,,,2
55,90,61,79,59,66,46,64,42,61,57,59,,,44,27,41,16,,,,,44,70,,,,,38,57,44,74,49,83,31,76,31,68,39,77,42,83,2
57,92,62,83,62,70,49,62,40,61,57,51,59,38,61,27,63,16,51,51,44,35,40,24,37,14,46,52,38,51,40,24,37,16,38,68,,,,,,,2
59,96,66,85,70,70,59,64,49,61,62,51,64,35,66,25,68,16,55,53,44,35,50,51,53,57,,,37,47,42,57,47,62,38,79,31,61,40,66,48,70,2
,,,,,,,,,,61,55,66,40,68,29,70,18,53,57,49,39,48,25,46,13,42,64,53,68,48,26,46,16,35,68,42,73,44,77,50,83,2
59,92,66,85,70,72,59,62,48,59,58,51,59,33,50,59,44,59,53,53,41,57,44,66,51,72,46,57,37,57,40,65,48,74,42,81,33,68,34,70,44,79,2
,,55,90,65,83,55,74,46,72,57,57,59,42,59,31,60,20,48,57,42,40,42,26,38,14,40,61,33,53,35,62,38,68,,,25,66,29,72,31,75,2
61,94,66,85,64,72,55,64,44,64,62,55,63,40,62,31,60,23,55,60,51,42,46,33,42,24,46,66,42,51,42,55,,,41,71,35,59,37,60,42,63,2
50,90,55,81,64,70,57,63,44,59,53,50,58,35,61,25,64,16,46,55,42,33,38,22,35,13,40,57,35,46,37,48,44,57,33,61,31,55,33,55,37,59,2
59,90,64,78,62,66,53,61,42,57,57,55,59,40,59,29,59,18,53,57,44,40,42,25,38,14,40,65,38,55,40,25,48,79,31,72,33,66,40,75,44,83,2
42,96,49,88,55,75,44,68,33,65,49,55,51,36,53,26,53,16,40,55,35,37,31,22,29,12,31,57,25,47,29,59,31,64,22,70,18,61,26,70,32,75,2
57,92,63,81,66,66,53,59,40,59,55,52,57,36,57,25,57,14,50,55,42,37,40,24,36,14,40,68,33,50,40,64,47,72,34,75,26,63,33,68,40,75,2
66,92,71,81,74,66,59,57,50,55,64,50,65,33,64,22,64,12,57,55,49,35,46,24,42,14,48,59,41,46,46,53,46,55,42,62,35,55,38,57,40,59,2
46,86,48,75,49,61,38,48,31,42,53,46,55,32,59,23,61,16,48,46,44,31,42,20,42,11,44,51,33,37,31,36,,,,,33,44,32,46,27,44,2
70,90,68,77,68,61,57,50,47,49,66,47,64,31,62,21,60,12,58,51,51,33,47,22,44,12,51,55,44,44,42,44,51,57,44,61,40,53,42,53,46,58,2
50,81,55,72,58,61,51,53,40,46,57,51,61,38,62,29,63,20,51,52,48,37,46,26,44,16,44,57,40,46,42,49,44,55,37,61,33,53,35,57,38,61,2
55,96,61,87,63,72,53,61,42,55,63,53,66,38,66,29,66,22,57,55,50,37,48,25,46,16,53,61,42,51,41,68,48,72,48,66,36,61,40,68,46,77,2
,,61,90,61,79,52,68,40,70,60,60,63,42,63,29,64,18,53,62,46,42,42,29,39,16,44,66,31,68,31,68,,,31,79,31,75,37,81,42,87,2
51,96,55,83,58,68,44,52,34,38,57,48,61,31,63,22,66,13,49,57,48,31,48,18,46,9,40,64,,,,,,,35,70,31,61,29,57,26,52,2
49,92,51,79,52,66,42,53,33,44,57,51,68,39,71,29,74,20,55,51,53,35,,,,,,,,,,,,,,,,,,,,,2
40,92,48,81,55,64,48,52,,,52,48,57,35,61,25,64,16,46,49,42,31,40,20,33,64,33,66,29,38,29,55,31,65,26,68,22,48,24,57,25,64,2
55,94,61,89,64,78,53,72,44,70,53,61,53,46,53,36,51,27,48,63,40,46,38,36,33,28,42,70,35,61,40,68,46,79,35,79,31,72,38,78,44,83,2
57,94,63,85,64,70,50,57,42,53,58,55,59,40,59,31,57,22,52,57,44,42,40,31,35,23,42,63,38,49,46,57,48,66,38,68,31,59,39,62,46,68,2
42,85,46,74,48,59,37,48,27,49,47,46,50,33,52,23,53,14,40,49,38,31,37,20,36,11,31,52,27,39,29,48,33,57,27,55,18,46,22,52,26,57,2
49,90,55,77,57,63,50,53,44,49,52,53,62,42,66,33,38,20,47,55,44,40,,,,,38,61,35,48,44,52,44,57,33,65,31,57,37,55,42,57,2
42,92,50,81,57,66,52,51,40,40,61,51,64,40,68,31,72,20,53,50,42,37,53,22,44,53,42,55,35,40,35,48,39,55,33,59,27,46,29,53,33,59,2
50,94,57,85,61,70,53,59,40,53,63,53,67,38,70,29,72,20,57,55,52,38,51,24,52,11,42,63,44,46,40,57,42,61,35,68,37,51,35,59,40,55,2
46,84,49,77,49,68,37,53,31,46,53,48,63,33,66,24,70,16,52,48,51,31,53,20,,,51,48,38,40,,,,,,,,,,,,,2
,,55,96,57,85,47,72,36,70,55,68,57,53,59,44,60,34,47,68,44,50,42,39,40,29,37,72,33,61,36,73,40,79,27,77,27,70,31,79,37,87,2
,,59,85,57,74,44,64,31,59,55,53,55,36,57,25,57,16,50,57,40,37,37,24,33,14,,,29,51,31,51,35,72,,,25,63,25,64,33,74,2
66,92,62,79,60,62,50,48,38,44,64,50,68,35,68,27,68,18,60,53,51,38,,,,,57,58,47,47,42,50,40,55,46,62,44,57,39,53,40,57,2
53,87,59,79,64,66,55,53,44,44,57,51,59,37,61,26,61,16,53,53,50,37,48,24,46,13,42,59,42,44,46,59,48,66,36,63,37,55,42,62,44,68,2
51,94,61,83,66,68,55,59,42,59,55,52,57,33,59,23,59,14,49,53,38,34,33,22,46,59,38,59,33,48,39,57,46,70,31,66,25,55,33,62,38,68,2
55,89,55,78,55,64,40,51,33,46,57,51,61,35,63,25,64,16,52,53,49,33,48,24,46,15,46,59,37,42,36,42,,,36,66,29,53,35,61,40,66,2
,,,,60,76,48,68,66,16,,,59,35,37,65,33,66,,,,,,,,,,,,,,,,,,,,,,,,,2
,,48,83,55,72,48,59,40,49,59,57,64,44,68,35,73,27,53,55,48,40,38,57,42,63,46,55,40,46,35,59,38,64,,,33,53,33,61,33,66,2
51,89,55,81,55,68,44,61,35,57,52,55,53,42,53,33,53,24,44,59,40,40,38,33,35,24,38,64,33,49,31,51,36,59,31,68,25,59,26,57,29,61,2
48,83,55,76,62,66,59,53,53,42,57,50,61,38,64,29,66,20,51,51,51,37,52,24,53,15,44,51,44,40,48,46,49,52,38,53,37,46,42,47,46,52,2
50,92,53,83,55,72,44,62,36,55,59,55,62,40,63,29,64,18,51,55,49,37,49,27,49,16,42,57,38,44,38,46,44,55,,,31,52,33,53,36,55,2
35,92,42,85,46,75,40,63,33,57,51,57,55,44,57,34,59,25,44,57,44,39,44,29,44,18,35,57,35,44,35,53,36,57,29,57,26,52,27,53,31,57,2
55,94,59,83,57,70,46,64,40,62,57,55,60,40,60,31,61,22,50,57,46,39,44,29,40,20,40,63,36,51,38,63,42,72,36,68,29,59,33,66,36,72,2
59,94,66,81,70,68,53,59,44,51,64,49,68,33,71,22,74,14,57,53,52,33,46,59,51,66,46,66,40,44,42,59,49,68,39,70,33,55,37,61,44,68,2
,,,,59,74,46,68,33,65,55,52,60,35,37,20,33,13,,,,,,,,,,,,,,,,,,,,,,,,,2
63,94,68,81,70,64,73,48,77,38,57,53,57,37,57,25,55,14,53,59,46,40,44,26,42,16,48,75,44,66,51,68,57,74,46,81,44,68,49,72,55,79,3
